[15:03:13] [ClientServer/ClientMain/KERNEL]: 0.开始建立网络连接…………
[15:03:13] [ClientServer/ClientMain/KERNEL]: 1.网络连接成功!
[15:03:13] [ClientServer/ClientMain/KERNEL]: 2.发送0000包，确认对方是否为服务器Gate端
[15:03:13] [ClientSever/LoginBox/serverState/INFO]: Receive a package 0001(回应连接请求)
[15:03:13] [ClientSever/LoginBox/serverState/INFO]: package 0001: 1
[15:03:13] [ClientServer/ClientMain/KERNEL]: 3.收到0001包，确认对方为服务器Gate端
[15:03:13] [ClientServer/ClientMain/KERNEL]: 4.初始化loginBox登陆界面
[15:03:13] [ClientServer/LoginBox/onLoginResponse/INFO]: Receive a package 0003(登陆反馈)
[15:03:13] [ClientServer/LoginBox/onLoginResponse/INFO]: package 0003: true
[15:03:14] [ClientSever/LoginBox/addCharacter/INFO]: Receive a package 0006(角色预加载)
[15:03:14] [ClientSever/LoginBox/addCharacter/INFO]: Receive a package 0006(角色预加载)
[15:03:14] [ClientServer/LoginBox/noMorePackage/INFO]: Receive a package 0006(角色预加载: 这是最后一个空包
[15:03:14] [ClientServer/LoginBox/onCreatResponse/INFO]: Receive a package 0009(角色创建结果)
[15:03:15] [ClientSever/LoginBox/addCharacter/INFO]: Receive a package 0006(角色预加载)
[15:03:15] [ClientServer/ClientMain/KERNEL]: 5.登陆结束
[15:03:15] [ClientServer/ClientMain/KERNEL]: 6.开始游戏，启动gameBox
[15:03:16] [ClientServer/GameBox/startGame/KERNEL]: 接收主角详细信息(000A):关闭加载窗口,开始游戏!
[15:03:16] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:03:16] [Client/GameBox/updateTarget/INFO]: targetX: 10000/targetY 20000
[15:03:16] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:03:16] [Client/GameBox/updateTarget/INFO]: targetX: 396/targetY 233
[15:03:16] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:03:16] [Client/GameBox/sendTargetPos/INFO]: targetX: 396.0/targetY: 233.0
[15:03:17] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:03:17] [Client/GameBox/updateTarget/INFO]: targetX: 529/targetY 536
[15:03:17] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:03:17] [Client/GameBox/sendTargetPos/INFO]: targetX: 529.0/targetY: 536.0
[15:03:18] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:03:18] [Client/GameBox/updateTarget/INFO]: targetX: 772/targetY 862
[15:03:18] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:03:18] [Client/GameBox/sendTargetPos/INFO]: targetX: 772.0/targetY: 862.0
[15:03:19] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:03:19] [Client/GameBox/updateTarget/INFO]: targetX: 1186/targetY 1026
[15:03:19] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:03:19] [Client/GameBox/sendTargetPos/INFO]: targetX: 1186.0/targetY: 1026.0
[15:03:20] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:03:20] [Client/GameBox/updateTarget/INFO]: targetX: 1753/targetY 983
[15:03:20] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:03:20] [Client/GameBox/sendTargetPos/INFO]: targetX: 1753.0/targetY: 983.0
[15:03:21] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:03:22] [Client/GameBox/updateTarget/INFO]: targetX: 2112/targetY 787
[15:03:22] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:03:22] [Client/GameBox/sendTargetPos/INFO]: targetX: 2112.0/targetY: 787.0
[15:03:23] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:03:23] [Client/GameBox/updateTarget/INFO]: targetX: 1710/targetY 830
[15:03:23] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:03:23] [Client/GameBox/sendTargetPos/INFO]: targetX: 1710.0/targetY: 830.0
[15:03:23] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:03:23] [Client/GameBox/updateTarget/INFO]: targetX: 1239/targetY 848
[15:03:23] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:03:23] [Client/GameBox/sendTargetPos/INFO]: targetX: 1239.0/targetY: 848.0
[15:03:23] [AioModule/Write/Failed/WARNING]: Failed to send to sessionnull. java.nio.channels.ClosedChannelException
[15:03:24] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:03:24] [Client/GameBox/updateTarget/INFO]: targetX: 812/targetY 865
[15:03:24] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
