[20:22:09] [ClientServer/ClientMain/KERNEL]: 0.开始建立网络连接…………
[20:22:13] [ClientServer/ClientMain/KERNEL]: 1.网络连接成功!
[20:22:13] [ClientServer/ClientMain/KERNEL]: 2.发送0000包，确认对方是否为服务器Gate端
[20:22:13] [ClientSever/LoginBox/serverState/INFO]: Receive a package 0001(回应连接请求)
[20:22:13] [ClientSever/LoginBox/serverState/INFO]: package 0001: 1
[20:22:13] [ClientServer/ClientMain/KERNEL]: 3.收到0001包，确认对方为服务器Gate端
[20:22:13] [ClientServer/ClientMain/KERNEL]: 4.初始化loginBox登陆界面
[20:22:13] [ClientServer/LoginBox/onLoginResponse/INFO]: Receive a package 0003(登陆反馈)
[20:22:13] [ClientServer/LoginBox/onLoginResponse/INFO]: package 0003: true
[20:22:13] [ClientSever/LoginBox/addCharacter/INFO]: Receive a package 0006(角色预加载)
[20:22:13] [ClientSever/LoginBox/addCharacter/INFO]: Receive a package 0006(角色预加载)
[20:22:14] [ClientServer/LoginBox/noMorePackage/INFO]: Receive a package 0006(角色预加载: 这是最后一个空包
[20:22:14] [ClientServer/LoginBox/onCreatResponse/INFO]: Receive a package 0009(角色创建结果)
[20:22:15] [ClientSever/LoginBox/addCharacter/INFO]: Receive a package 0006(角色预加载)
[20:22:15] [ClientServer/ClientMain/KERNEL]: 5.登陆结束
[20:22:15] [ClientServer/ClientMain/KERNEL]: 6.开始游戏，启动gameBox
[20:22:15] [ClientServer/GameBox/startGame/KERNEL]: 接收主角详细信息(000A):关闭加载窗口,开始游戏!
[20:22:15] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:15] [Client/GameBox/updateTarget/INFO]: targetX: 10000/targetY 20000
[20:22:16] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:16] [Client/GameBox/updateTarget/INFO]: targetX: 519/targetY 234
[20:22:16] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:16] [Client/GameBox/sendTargetPos/INFO]: targetX: 519.0/targetY: 234.0
[20:22:17] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:17] [Client/GameBox/updateTarget/INFO]: targetX: 756/targetY 340
[20:22:17] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:17] [Client/GameBox/sendTargetPos/INFO]: targetX: 756.0/targetY: 340.0
[20:22:18] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:18] [Client/GameBox/updateTarget/INFO]: targetX: 985/targetY 451
[20:22:18] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:18] [Client/GameBox/sendTargetPos/INFO]: targetX: 985.0/targetY: 451.0
[20:22:19] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:19] [Client/GameBox/updateTarget/INFO]: targetX: 1226/targetY 567
[20:22:19] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:19] [Client/GameBox/sendTargetPos/INFO]: targetX: 1226.0/targetY: 567.0
[20:22:21] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:21] [Client/GameBox/updateTarget/INFO]: targetX: 1540/targetY 708
[20:22:21] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:21] [Client/GameBox/sendTargetPos/INFO]: targetX: 1540.0/targetY: 708.0
[20:22:22] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:22] [Client/GameBox/updateTarget/INFO]: targetX: 1278/targetY 443
[20:22:22] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:22] [Client/GameBox/sendTargetPos/INFO]: targetX: 1278.0/targetY: 443.0
[20:22:22] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:22] [Client/GameBox/updateTarget/INFO]: targetX: 1078/targetY 308
[20:22:22] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:22] [Client/GameBox/sendTargetPos/INFO]: targetX: 1078.0/targetY: 308.0
[20:22:23] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:23] [Client/GameBox/updateTarget/INFO]: targetX: 659/targetY 247
[20:22:23] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:23] [Client/GameBox/sendTargetPos/INFO]: targetX: 659.0/targetY: 247.0
[20:22:23] [AioModule/Write/Failed/WARNING]: Failed to send to sessionnull. java.nio.channels.ClosedChannelException
[20:22:24] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:24] [Client/GameBox/updateTarget/INFO]: targetX: 1108/targetY 476
[20:22:24] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:24] [Client/GameBox/sendTargetPos/INFO]: targetX: 1108.0/targetY: 476.0
[20:22:25] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:25] [Client/GameBox/updateTarget/INFO]: targetX: 588/targetY 418
[20:22:25] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:25] [Client/GameBox/sendTargetPos/INFO]: targetX: 588.0/targetY: 418.0
[20:22:26] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:26] [Client/GameBox/updateTarget/INFO]: targetX: 1141/targetY 262
[20:22:26] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:26] [Client/GameBox/sendTargetPos/INFO]: targetX: 1141.0/targetY: 262.0
[20:22:27] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:27] [Client/GameBox/updateTarget/INFO]: targetX: 484/targetY 240
[20:22:27] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:27] [Client/GameBox/sendTargetPos/INFO]: targetX: 484.0/targetY: 240.0
[20:22:27] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:27] [Client/GameBox/updateTarget/INFO]: targetX: 156/targetY 296
[20:22:27] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:27] [Client/GameBox/sendTargetPos/INFO]: targetX: 156.0/targetY: 296.0
[20:22:29] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:29] [Client/GameBox/updateTarget/INFO]: targetX: 873/targetY 474
[20:22:29] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:29] [Client/GameBox/sendTargetPos/INFO]: targetX: 873.0/targetY: 474.0
[20:22:30] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:30] [Client/GameBox/updateTarget/INFO]: targetX: 1234/targetY 697
[20:22:30] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:30] [Client/GameBox/sendTargetPos/INFO]: targetX: 1234.0/targetY: 697.0
[20:22:31] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:31] [Client/GameBox/updateTarget/INFO]: targetX: 1325/targetY 209
[20:22:31] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:32] [Client/GameBox/sendTargetPos/INFO]: targetX: 1325.0/targetY: 209.0
[20:22:32] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:32] [Client/GameBox/updateTarget/INFO]: targetX: 1418/targetY 542
[20:22:32] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:32] [Client/GameBox/sendTargetPos/INFO]: targetX: 1418.0/targetY: 542.0
[20:22:33] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:33] [Client/GameBox/updateTarget/INFO]: targetX: 791/targetY 397
[20:22:33] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[20:22:33] [Client/GameBox/sendTargetPos/INFO]: targetX: 791.0/targetY: 397.0
[20:22:34] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[20:22:34] [Client/GameBox/updateTarget/INFO]: targetX: 1101/targetY 583
