[15:04:42] [ClientServer/ClientMain/KERNEL]: 0.开始建立网络连接…………
[15:04:42] [ClientServer/ClientMain/KERNEL]: 1.网络连接成功!
[15:04:42] [ClientServer/ClientMain/KERNEL]: 2.发送0000包，确认对方是否为服务器Gate端
[15:04:42] [ClientSever/LoginBox/serverState/INFO]: Receive a package 0001(回应连接请求)
[15:04:42] [ClientSever/LoginBox/serverState/INFO]: package 0001: 1
[15:04:42] [ClientServer/ClientMain/KERNEL]: 3.收到0001包，确认对方为服务器Gate端
[15:04:42] [ClientServer/ClientMain/KERNEL]: 4.初始化loginBox登陆界面
[15:04:43] [ClientServer/LoginBox/onLoginResponse/INFO]: Receive a package 0003(登陆反馈)
[15:04:43] [ClientServer/LoginBox/onLoginResponse/INFO]: package 0003: true
[15:04:43] [ClientSever/LoginBox/addCharacter/INFO]: Receive a package 0006(角色预加载)
[15:04:43] [ClientSever/LoginBox/addCharacter/INFO]: Receive a package 0006(角色预加载)
[15:04:43] [ClientServer/LoginBox/noMorePackage/INFO]: Receive a package 0006(角色预加载: 这是最后一个空包
[15:04:44] [ClientServer/LoginBox/onCreatResponse/INFO]: Receive a package 0009(角色创建结果)
[15:04:45] [ClientSever/LoginBox/addCharacter/INFO]: Receive a package 0006(角色预加载)
[15:04:45] [ClientServer/ClientMain/KERNEL]: 5.登陆结束
[15:04:45] [ClientServer/ClientMain/KERNEL]: 6.开始游戏，启动gameBox
[15:04:45] [ClientServer/GameBox/startGame/KERNEL]: 接收主角详细信息(000A):关闭加载窗口,开始游戏!
[15:04:45] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:04:45] [Client/GameBox/updateTarget/INFO]: targetX: 10000/targetY 20000
[15:04:46] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:04:46] [Client/GameBox/updateTarget/INFO]: targetX: 329/targetY 271
[15:04:46] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:04:46] [Client/GameBox/sendTargetPos/INFO]: targetX: 329.0/targetY: 271.0
[15:04:48] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:04:48] [Client/GameBox/updateTarget/INFO]: targetX: 389/targetY 578
[15:04:48] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:04:48] [Client/GameBox/sendTargetPos/INFO]: targetX: 389.0/targetY: 578.0
[15:04:50] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:04:50] [Client/GameBox/updateTarget/INFO]: targetX: 383/targetY 842
[15:04:50] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:04:50] [Client/GameBox/sendTargetPos/INFO]: targetX: 383.0/targetY: 842.0
[15:04:51] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:04:51] [Client/GameBox/updateTarget/INFO]: targetX: 442/targetY 1164
[15:04:51] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:04:51] [Client/GameBox/sendTargetPos/INFO]: targetX: 442.0/targetY: 1164.0
[15:04:52] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:04:52] [Client/GameBox/updateTarget/INFO]: targetX: 489/targetY 1466
[15:04:52] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:04:52] [Client/GameBox/sendTargetPos/INFO]: targetX: 489.0/targetY: 1466.0
[15:04:54] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:04:54] [Client/GameBox/updateTarget/INFO]: targetX: 1091/targetY 1218
[15:04:54] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:04:54] [Client/GameBox/sendTargetPos/INFO]: targetX: 1091.0/targetY: 1218.0
[15:04:54] [AioModule/Write/Failed/WARNING]: Failed to send to sessionnull. java.nio.channels.ClosedChannelException
[15:04:56] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:04:57] [Client/GameBox/updateTarget/INFO]: targetX: 414/targetY 1427
[15:04:57] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[15:04:57] [Client/GameBox/sendTargetPos/INFO]: targetX: 414.0/targetY: 1427.0
[15:04:59] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[15:04:59] [Client/GameBox/updateTarget/INFO]: targetX: 1000/targetY 1247
