[13:47:05] [ClientServer/ClientMain/KERNEL]: 0.开始建立网络连接…………
[13:47:05] [ClientServer/ClientMain/KERNEL]: 1.网络连接成功!
[13:47:05] [ClientServer/ClientMain/KERNEL]: 2.发送0000包，确认对方是否为服务器Gate端
[13:47:07] [ClientSever/LoginBox/serverState/INFO]: Receive a package 0001(回应连接请求)
[13:47:07] [ClientSever/LoginBox/serverState/INFO]: package 0001: 1
[13:47:07] [ClientServer/ClientMain/KERNEL]: 3.收到0001包，确认对方为服务器Gate端
[13:47:07] [ClientServer/ClientMain/KERNEL]: 4.初始化loginBox登陆界面
[13:47:09] [ClientServer/LoginBox/onLoginResponse/INFO]: Receive a package 0003(登陆反馈)
[13:47:09] [ClientServer/LoginBox/onLoginResponse/INFO]: package 0003: true
[13:47:10] [ClientSever/LoginBox/addCharacter/INFO]: Receive a package 0006(角色预加载)
[13:47:10] [ClientSever/LoginBox/addCharacter/INFO]: Receive a package 0006(角色预加载)
[13:47:10] [ClientServer/LoginBox/noMorePackage/INFO]: Receive a package 0006(角色预加载: 这是最后一个空包
[13:47:12] [ClientServer/LoginBox/onCreatResponse/INFO]: Receive a package 0009(角色创建结果)
[13:47:13] [ClientSever/LoginBox/addCharacter/INFO]: Receive a package 0006(角色预加载)
[13:47:13] [ClientServer/ClientMain/KERNEL]: 5.登陆结束
[13:47:13] [ClientServer/ClientMain/KERNEL]: 6.开始游戏，启动gameBox
[13:47:14] [ClientServer/GameBox/startGame/KERNEL]: 接收主角详细信息(000A):关闭加载窗口,开始游戏!
[13:47:14] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:14] [Client/GameBox/updateTarget/INFO]: targetX: 2000/targetY 5000
[13:47:14] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:14] [Client/GameBox/updateTarget/INFO]: targetX: 10000/targetY 20000
[13:47:15] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:15] [Client/GameBox/updateTarget/INFO]: targetX: 430/targetY 65
[13:47:15] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[13:47:15] [Client/GameBox/sendTargetPos/INFO]: targetX: 430.0/targetY: 65.0
[13:47:18] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:18] [Client/GameBox/updateTarget/INFO]: targetX: 146/targetY 403
[13:47:18] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[13:47:18] [Client/GameBox/sendTargetPos/INFO]: targetX: 146.0/targetY: 403.0
[13:47:18] [AioModule/Write/Failed/WARNING]: Failed to send to sessionnull. java.nio.channels.ClosedChannelException
[13:47:22] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:22] [Client/GameBox/updateTarget/INFO]: targetX: 607/targetY 238
[13:47:22] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[13:47:22] [Client/GameBox/sendTargetPos/INFO]: targetX: 607.0/targetY: 238.0
[13:47:25] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:25] [Client/GameBox/updateTarget/INFO]: targetX: 595/targetY 357
[13:47:25] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[13:47:25] [Client/GameBox/sendTargetPos/INFO]: targetX: 595.0/targetY: 357.0
[13:47:29] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:29] [Client/GameBox/updateTarget/INFO]: targetX: 748/targetY 316
[13:47:29] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[13:47:29] [Client/GameBox/sendTargetPos/INFO]: targetX: 748.0/targetY: 316.0
[13:47:31] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:31] [Client/GameBox/updateTarget/INFO]: targetX: 290/targetY 638
[13:47:31] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[13:47:31] [Client/GameBox/sendTargetPos/INFO]: targetX: 290.0/targetY: 638.0
[13:47:34] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:34] [Client/GameBox/updateTarget/INFO]: targetX: 800/targetY 505
[13:47:34] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[13:47:34] [Client/GameBox/sendTargetPos/INFO]: targetX: 800.0/targetY: 505.0
[13:47:36] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:36] [Client/GameBox/updateTarget/INFO]: targetX: 27/targetY 488
[13:47:36] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[13:47:36] [Client/GameBox/sendTargetPos/INFO]: targetX: 27.0/targetY: 488.0
[13:47:37] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:37] [Client/GameBox/updateTarget/INFO]: targetX: 66/targetY 442
[13:47:37] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[13:47:37] [Client/GameBox/sendTargetPos/INFO]: targetX: 66.0/targetY: 442.0
[13:47:39] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:40] [Client/GameBox/updateTarget/INFO]: targetX: 91/targetY 443
[13:47:40] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[13:47:40] [Client/GameBox/sendTargetPos/INFO]: targetX: 91.0/targetY: 443.0
[13:47:40] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:40] [Client/GameBox/updateTarget/INFO]: targetX: 75/targetY 450
[13:47:40] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
[13:47:40] [Client/GameBox/sendTargetPos/INFO]: targetX: 75.0/targetY: 450.0
[13:47:40] [Client/GameBox/updateTarget/INFO]: receive Package 000C(角色目标)
[13:47:40] [Client/GameBox/updateTarget/INFO]: targetX: 76/targetY 450
[13:47:40] [Client/GameBox/sendTargetPos/INFO]: package 000B(角色移动意图) send!
